Encabezados,name_w,year_w,price,user_score,type_w,region,alcohol_content,wine_grape,pk_score,pn_score,sk_score
632,Las Moradas de San Martín Albillo Real, 2021,"13,25 €","4,6",Vino blanco,Vinos de Madrid,"13,0%",Albillo,90 PK,NA,NA
633,Juvé & Camps Essential, 2018,"15,90 €","5,0",Cava,DO Cava,"12,0%",Xarel·lo,NA,NA,NA
634,Viña Sastre Roble, 2021,"10,90 €","4,1",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,90 PK,92 PN,NA
635,Torelló Brut Nature Tradicional, 2017,"16,95 €","4,1",Cava,Corpinnat,"12,0%",Macabeo,92 PK,NA,NA
636,Luna Beberide Art, 2021,"21,30 €","5,0",Vino tinto,Bierzo,"13,5%",Mencía,94 PK,90 PN,93 SK
637,Mestres Imperial Gran Reserva, 2013,"18,95 €","0,0",Cava,DO Cava,"12,0%",Macabeo,90 PK,NA,NA
638,Summa Varietalis, 2020,"19,90 €","4,0",Vino tinto,Dominio de Valdepusa,"15,0%",Cabernet sauvignon,91 PK,91 PN,NA
639,Dahlia Gris, 2022,"10,70 €","5,0",Vino rosado,Penedès,"12,5%",Garnacha gris,NA,NA,NA
640,Luzón Colección Blanco, 2022,"6,80 €","4,0",Vino blanco,Jumilla,"12,0%",Sauvignon blanc,NA,NA,NA
641,Enate Merlot-Merlot, 2019,"23,50 €","4,8",Vino tinto,Somontano,"15,0%",Merlot,NA,91 PN,NA
642,Clarete de Luna Rosado, 2022,"6,20 €","4,1",Vino clarete,Cigales,"13,0%",Tempranillo,NA,NA,NA
643,Amfitrió de l'Empordà, 2020,"14,90 €","5,0",Vino Tinto,Empordà,"15,0%",Garnacha,NA,NA,NA
644,Extremarium Reserva Brut Nature,,"12,20 €","4,4",Cava,DO Cava,"12,0%",Xarel·lo,NA,NA,NA
645,Palacio Quemado Crianza, 2021,"8,70 €","4,5",Vino tinto,Ribera del Guadiana,"13,5%",Tempranillo,NA,NA,91 SK
646,Poesia Garnacha Blanca, 2022,"3,90 €","3,8",Vino blanco,Catalunya,"12,5%",Garnacha blanca,NA,NA,NA
647,Rodrigo Méndez Muti, 2021,"25,95 €","4,3",Vino blanco,Rías Baixas,"13,0%",Albariño,93 PK,NA,NA
648,Honoro Vera Monastrell Organic, 2022,"6,45 €","4,4",Vino tinto,Jumilla,"14,5%",Monastrell,90 PK,91 PN,NA
649,Capricho Val de Paxariñas, 2022,"11,95 €","4,8",Vino blanco,Bierzo,"13,5%",Godello,90 PK,93 PN,NA
650,Yllera Verdejo Vendimia Nocturna, 2022,"6,30 €","4,4",Vino blanco,Rueda,"13,0%",Verdejo,NA,90 PN,NA
651,Las Moradas de San Martín Initio, 2018,"15,35 €","4,5",Vino tinto,Vinos de Madrid,"15,0%",Garnacha,NA,NA,NA
652,Obsequi de l'Empordà, 2022,"13,90 €","5,0",Vino blanco,Empordà,"13,5%",Garnacha blanca,NA,NA,NA
653,Quinta Milú La Cometa, 2021,"17,80 €","4,3",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,NA,NA
654,Txakoli Aizpurua, 2022,"9,75 €","4,3",Vino blanco,Getariako Txakolina,"11,0%",Hondarribi zuri,NA,NA,NA
655,Castro Candaz La Vertical, 2020,"22,95 €","0,0",Vino blanco,Ribeira Sacra,"13,5%",Godello,93 PK,NA,NA
656,Ruxe Ruxe, 2021,"11,50 €","4,5",Vino tinto,Ribeira Sacra,"14,0%",Mencía,NA,NA,NA
657,Itsasmendi, 2022,"11,40 €","4,3",Vino blanco,Bizkaiko Txakolina,"13,0%",Hondarribi zuri,NA,NA,NA
658,Raimat El Cim del Turó Brut Nature,,"13,95 €","5,0",Cava,DO Cava,"11,5%",Chardonnay,NA,NA,NA
659,Viñas del Vero Gran Vos Reserva, 2016,"22,40 €","4,3",Vino tinto,Somontano,"14,0%",Cabernet sauvignon,NA,90 PN,90 SK
660,Valduero 2 Cotas Reserva, 2016,"37,50 €","4,8",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,NA,NA
661,El Telar, 2019,"18,50 €","5,0",Vino tinto,Alicante,"15,5%",Monastrell,91 PK,NA,NA
662,Casa Castillo Pie Franco, 2021,"149,00 €","4,5",Vino tinto,Jumilla,"14,5%",Monastrell,100 PK,95 PN,NA
663,Heras Cordón Vendimia Seleccionada, 2019,"11,95 €","5,0",Vino tinto,Rioja,"14,0%",Tempranillo,NA,NA,NA
664,Els Vinyerons Lluerna Blanc, 2022,"9,40 €","5,0",Vino blanco,Penedès,"12,0%",Xarel·lo,NA,NA,NA
665,Mas de Mancuso Macabeo, 2019,"29,95 €","0,0",Vino blanco,Cariñena,"13,5%",Macabeo,94 PK,NA,NA
666,Adernats Reserva Brut,,"7,85 €","4,0",Cava,DO Cava,"11,5%",Macabeo,NA,NA,NA
667,Torre de Golbán Crianza, 2019,"12,95 €","4,2",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,90 PK,NA,NA
668,Vi-Ve Maceración Carbónica, 2022,"6,95 €","4,0",Vino de maceración carbónica,Rioja,"14,5%",Tempranillo,NA,NA,NA
669,Llum d'Alena, 2018,"16,75 €","4,0",Vino tinto,Priorat,"16,0%",Garnacha,NA,NA,NA
670,Luis Cañas Tinto Joven, 2022,"7,25 €","4,3",Vino tinto,Rioja,"14,0%",Tempranillo,NA,NA,NA
671,Cantocuerdas Albillo, 2020,"17,90 €","4,5",Vino blanco,Vinos de Madrid,"14,0%",Albillo,91+ PK,NA,NA
672,Clos Montblanc Chardonnay Únic, 2022,"13,60 €","4,1",Vino blanco,Catalunya,"14,0%",Chardonnay,NA,NA,NA
673,Gargalo Godello, 2022,"12,95 €","4,0",Vino blanco,Monterrei,"14,0%",Godello,NA,90 PN,92 SK
674,Ses Nines Negre Selecció 07/9, 2021,"15,90 €","5,0",Vino tinto,Mallorca,"14,0%",Mantonegro,NA,NA,NA
675,Anais Xarel·lo, 2022,"7,60 €","5,0",Vino blanco,Penedès,"12,0%",Xarel·lo,NA,NA,NA
676,Honoro Vera Monastrell, 2022,"6,45 €","4,8",Vino tinto,Jumilla,"14,5%",Monastrell,NA,NA,NA
677,Orben, 2020,"25,10 €","4,2",Vino tinto,Rioja,"14,0%",Tempranillo,92 PK,94 PN,93 SK
678,Luis Cañas Blanco Viñas Viejas, 2021,"12,50 €","4,5",Vino blanco,Rioja,"13,5%",Viura,91 PK,NA,NA
679,Gran Juvé & Camps, 2017,"34,90 €","0,0",Cava,DO Cava,"12,0%",Parellada,91 PK,95 PN,NA
680,Can Axartell Blanco, 2022,"14,75 €","3,0",Vino blanco,Mallorca,"13,0%",Malvasía,NA,NA,NA
681,Familia Valdelana Rosado, 2022,"6,00 €","5,0",Vino rosado,Rioja,"12,5%",Garnacha,NA,NA,NA
682,Campo Viejo Tempranillo,,"4,50 €","4,4",Vino tinto,Rioja,"13,0%",Tempranillo,NA,NA,NA
683,Milsetentayseis, 2020,"53,95 €","0,0",Vino Tinto,Ribera del Duero,"14,5%",Tempranillo,93 PK,NA,94 SK
684,Biga Crianza, 2020,"8,95 €","4,3",Vino tinto,Rioja,"13,5%",Tempranillo,NA,91 PN,NA
685,Crater, 2018,"28,70 €","0,0",Vino tinto,Tacoronte - Acentejo,"13,5%",Listán negro,NA,91 PN,NA
686,Dominio de Valdelacasa, 2019,"12,95 €","5,0",Vino tinto,Toro,"14,0%",Tinta de Toro,NA,NA,NA
687,Compta Gotes, 2021,"11,95 €","5,0",Vino tinto,Priorat,"14,5%",Garnacha,NA,NA,NA
688,Baigorri B70, 2019,"114,50 €","4,0",Vino tinto,Rioja,"14,5%",Tempranillo,NA,NA,93 SK
689,Arenisca Paraje Los Pilones, 2021,"14,90 €","4,4",Vino tinto,España,"14,5%",Tinta de Toro,92+ PK,92 PN,NA
690,Damana 5, 2021,"9,50 €","4,5",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,NA,92 SK
691,Ariyanas David Tinto Dulce," 2022 (0,37 L)","18,90 €","0,0",Vino dulce,Sierras de Málaga,"12,5%",Merlot,NA,NA,NA
692,Doix Murmuri, 2022,"24,95 €","4,0",Vino blanco,Priorat,"13,0%",Garnacha blanca,92 PK,NA,NA
693,Gémina Finca El Volcán, 2017,"30,00 €","0,0",Vino tinto,Jumilla,"14,5%",Monastrell,NA,NA,NA
694,Suertes del Marqués 7 Fuentes, 2020,"12,95 €","4,0",Vino tinto,Valle de La Orotava,"13,5%",Listán negro,93+ PK,90 PN,NA
695,Tarima Mediterráneo, 2022,"6,50 €","4,4",Vino blanco,Alicante,"12,0%",Merseguera,NA,NA,NA
696,Loxarel Brut Nature Reserva Vintage, 2020,"10,70 €","4,0",Cava,Clàssic Penedès,"12,0%",Xarel·lo,NA,NA,NA
697,Enate Cabernet Sauvignon Merlot, 2020,"7,50 €","4,4",Vino tinto,Somontano,"14,5%",Cabernet sauvignon,NA,NA,NA
698,Ermita d'Espiells, 2022,"9,35 €","4,0",Vino blanco,Penedès,"11,5%",Macabeo,NA,NA,NA
699,Vulcano Malvasia Seco, 2022,"27,95 €","4,6",Vino blanco,Lanzarote,"13,0%",Malvasía,NA,NA,NA
700,Roger Goulart Brut Reserva, 2021,"8,95 €","4,7",Cava,DO Cava,"12,0%",Xarel·lo,NA,NA,NA
701,Cerro Añón Gran Reserva, 2016,"18,00 €","4,0",Vino tinto,Rioja,"14,0%",Tempranillo,NA,NA,NA
702,Málaga Virgen Moscatel Reserva de Familia," (0,5 L)","9,90 €","5,0",Vino dulce natural,Málaga,"15,0%",Moscatel de Alejandría,NA,NA,NA
703,Recaredo Turó d'en Mota, 2009,"134,50 €","5,0",Cava,DO Cava,"12,5%",Xarel·lo,97 PK,97 PN,NA
704,Barco del Corneta, 2021,"22,25 €","4,3",Vino blanco,Castilla y León,"13,0%",Verdejo,93 PK,NA,NA
705,San Cobate, 2020,"17,30 €","4,0",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,91 PK,91 PN,NA
706,Llàgrimes de Tardor Negre, 2020,"8,85 €","4,3",Vino tinto,Terra Alta,"14,0%",Garnacha,NA,NA,NA
707,Corazón Loco Blanco, 2022,"6,50 €","3,0",Vino blanco,Manchuela,"12,5%",Verdejo,NA,NA,NA
708,Familia Pacheco Organic, 2022,"5,60 €","4,0",Vino tinto,Jumilla,"14,0%",Monastrell,NA,NA,NA
709,Lagar d'Amprius Garnacha, 2016,"10,95 €","5,0",Vino tinto,Bajo Aragón,"15,0%",Garnacha,NA,NA,NA
710,3404 Blanco, 2022,"5,25 €","4,0",Vino blanco,Somontano,"13,5%",Chardonnay,NA,NA,NA
711,Nebla Verdejo, 2022,"7,15 €","5,0",Vino blanco,Castilla y León,"13,0%",Verdejo,NA,NA,NA
712,César Florido Moscatel Especial,,"11,50 €","4,0",Vino dulce natural,Jerez-Manzanilla,"18,0%",Moscatel de Alejandría,NA,NA,NA
713,Tomas Postigo Verdejo F.B., 2020,"25,60 €","5,0",Vino blanco,Castilla y León,"14,0%",Verdejo,NA,91 PN,NA
714,Finca Olivardots Vermell, 2019,"12,75 €","4,0",Vino tinto,Empordà,"14,5%",Syrah,NA,NA,NA
715,Casar Godello Fermentado en Barrica, 2021,"23,30 €","4,0",Vino blanco,Bierzo,"13,5%",Godello,91 PK,NA,NA
716,Pissarres, 2021,"16,95 €","4,3",Vino tinto,Priorat,"14,5%",Garnacha,91 PK,92 PN,NA
717,Campo Viejo Rosado, 2022,"4,50 €","4,7",Vino rosado,Rioja,"13,5%",Tempranillo,NA,NA,NA
718,Faustino V Rosado, 2022,"5,45 €","4,1",Vino rosado,Rioja,"13,5%",Tempranillo,NA,NA,NA
719,Montecillo Blanco Fermentado en Barrica, 2022,"8,20 €","5,0",Vino blanco,Rioja,"13,0%",Viura,NA,NA,NA
720,Roger Goulart Brut Nature Reserva, 2020,"11,50 €","4,2",Cava,DO Cava,"12,0%",Xarel·lo,NA,NA,NA
721,Perelada Cava Ed. Especial Centenaria, 2020,"12,00 €","0,0",Cava,DO Cava,"11,5%",Macabeo,NA,NA,NA
722,Juvé & Camps Cinta Púrpura Brut,,"15,50 €","4,3",Cava,DO Cava,"12,0%",Macabeo,NA,NA,NA
723,Pere Ventura Tresor Aniversary Gran Reserva, 2018,"27,95 €","5,0",Cava,DO Cava,"11,5%",Macabeo,NA,NA,NA
724,Algueira Brandan Godello, 2022,"16,30 €","4,5",Vino blanco,Ribeira Sacra,"12,5%",Godello,91 PK,NA,NA
725,Savina, 2022,"24,50 €","4,7",Vino blanco,Formentera,"14,0%",Viognier,NA,NA,NA
726,Lustau Amontillado Los Arcos,,"12,50 €","3,3",Amontillado,Jerez-Manzanilla,"18,5%",Palomino fino,NA,NA,NA
727,La Xocolata del Lloro, 2022,"20,50 €","5,0",Vino Blanco,España,"12,5%",Malvasía,NA,NA,NA
728,Terrible Roble, 2021,"9,80 €","3,8",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,NA,NA
729,Parxet Brut Reserva, 2020,"12,95 €","4,0",Cava,DO Cava,"11,5%",Pansa blanca,NA,NA,NA
730,Gran Colegiata Crianza, 2016,"11,75 €","4,3",Vino tinto,Toro,"14,0%",Tinta de Toro,NA,NA,NA
731,Naluar, 2020,"21,50 €","5,0",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,92+ PK,91 PN,NA
732,Larchago Crianza, 2020,"9,50 €","4,0",Vino tinto,Rioja,"14,0%",Tempranillo,NA,NA,92 SK
733,Taïka, 2016,"49,90 €","4,5",Ancestral,Costers del Segre,"12,0%",Sauvignon blanc,94 PK,90 PN,NA
734,Viuda Negra Nunca Jamás, 2021,"14,90 €","4,3",Vino tinto,Rioja,"14,0%",Tempranillo,90 PK,NA,NA
735,Extremarium Rosado Brut Nature,,"12,20 €","3,8",Cava,DO Cava,"11,5%",Pinot noir,NA,NA,NA
736,Nadal Salvatge Rosé,,"19,40 €","5,0",Cava,Corpinnat,"12,5%",Pinot noir,NA,NA,NA
737,Corral de Campanas, 2020,"10,95 €","4,0",Vino tinto,Toro,"14,5%",Tinta de Toro,NA,90 PN,NA
738,Perlat Negre, 2021,"9,95 €","0,0",Vino tinto,Montsant,"14,5%",Garnacha,NA,NA,NA
739,Mastinell Nature Gran Reserva, 2014,"18,50 €","5,0",Cava,DO Cava,"12,0%",Xarel·lo,NA,90 PN,NA
740,Blanca Cusiné, 2015,"24,90 €","4,7",Cava,DO Cava,"12,0%",Chardonnay,90 PK,93 PN,NA
741,Entrelobos, 2021,"9,70 €","4,0",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,NA,NA
742,Muga Blanco Fermentado en Barrica, 2022,"11,80 €","4,4",Vino blanco,Rioja,"13,0%",Viura,91 PK,90 PN,93 SK
743,Vespres, 2022,"14,90 €","4,0",Vino tinto,Montsant,"14,0%",Garnacha,91 PK,90 PN,92 SK
744,Carles Andreu Brut Reserva, 2021,"8,55 €","5,0",Cava,DO Cava,"11,5%",Parellada,NA,NA,NA
745,Marqués de Griñón Cabernet Sauvignon, 2019,"24,95 €","3,7",Vino tinto,Dominio de Valdepusa,"15,0%",Cabernet sauvignon,91 PK,93 PN,NA
746,Poesia Crianza, 2019,"3,90 €","4,3",Vino tinto,Catalunya,"13,0%",Tempranillo,NA,NA,NA
747,Llopart Original Brut Nature 1887, 2010,"56,70 €","4,3",Cava,Corpinnat,"11,5%",Parellada,93 PK,95 PN,NA
748,Manzanilla Argüeso San León,,"8,95 €","4,6",Manzanilla,Jerez-Manzanilla,"15,0%",Palomino fino,NA,NA,NA
749,Codorníu Clásico Semi Sec,,"5,95 €","4,8",Cava,DO Cava,"11,5%",Macabeo,NA,NA,NA
750,Viña Salceda Rueda Verdejo, 2022,"7,45 €","4,0",Vino blanco,Rueda,"13,0%",Verdejo,NA,NA,NA
751,Tres Olmos Verdejo Lías, 2022,"8,95 €","4,0",Vino blanco,Rueda,"13,0%",Verdejo,NA,90 PN,NA
752,Mas d'en Compte Negre, 2016,"19,95 €","4,4",Vino tinto,Priorat,"14,5%",Cariñena,91 PK,NA,NA
753,DG Viticultors Brut Rosé, 2013,"14,30 €","4,4",Cava,DO Cava,"12,5%",Pinot noir,NA,NA,NA
754,Gregal d'Espiells, 2022,"10,85 €","4,5",Vino blanco,Penedès,"11,0%",Gewürztraminer,NA,NA,NA
755,Freixenet Reserva Brut Nature,,"8,85 €","4,4",Cava,DO Cava,"12,0%",Macabeo,NA,NA,NA
756,Monte Real Tempranillo Blanco, 2021,"14,90 €","0,0",Vino Blanco,Rioja,"13,0%",Tempranillo blanco,NA,91 PN,92 SK
757,Carmelo Rodero Valtarreña, 2020,"53,95 €","3,7",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,93 PK,NA,NA
758,Alma Bohemia de Altanza, 2021,"8,20 €","3,0",Vino rosado,Rioja,"13,5%",Tempranillo,NA,NA,91 SK
759,Lo Cirerer de Cal Bessó, 2019,"10,85 €","4,7",Vino tinto,Montsant,"14,5%",Garnacha,NA,NA,NA
760,El Gos, 2022,"7,90 €","4,0",Vino tinto,España,"14,0%",Garnacha,NA,NA,NA
761,Ramón Bilbao Tempranillo Edición Limitada, 2020,"15,90 €","4,4",Vino tinto,Rioja,"14,0%",Tempranillo,NA,92 PN,NA
762,Noster, 2016,"17,90 €","4,7",Vino tinto,Priorat,"14,5%",Garnacha,NA,NA,NA
763,Lan Reserva, 2017,"13,95 €","4,3",Vino tinto,Rioja,"13,5%",Tempranillo,90 PK,91 PN,NA
764,Cirsion, 2019,"210,00 €","4,0",Vino tinto,Rioja,"14,5%",Tempranillo,95 PK,95 PN,98 SK
765,Marko Gure Arbasoak, 2022,"22,55 €","0,0",Vino blanco,Bizkaiko Txakolina,"12,5%",Hondarribi zerratia,94 PK,NA,NA
766,Borsao Bole, 2020,"6,90 €","4,1",Vino tinto,Campo de Borja,"15,0%",Garnacha,90 PK,NA,NA
767,Torremayor Crianza, 2021,"9,95 €","4,0",Vino tinto,Extremadura,"13,5%",Tempranillo,NA,NA,NA
768,Marqués de Carrión Reserva, 2017,"11,50 €","4,0",Vino tinto,Rioja,"13,5%",Tempranillo,NA,NA,NA
769,Pagos de Aráiz Crianza, 2019,"7,45 €","4,5",Vino tinto,Navarra,"14,5%",Tempranillo,NA,NA,NA
770,Shaya Verdejo, 2022,"10,85 €","4,5",Vino blanco,Rueda,"13,5%",Verdejo,NA,93 PN,NA
771,Lavia, 2017,"11,50 €","3,5",Vino tinto,Bullas,"14,0%",Monastrell,90 PK,90 PN,91 SK
772,Augustus Chardonnay, 2022,"21,90 €","4,2",Vino blanco,Penedès,"13,0%",Chardonnay,90 PK,92 PN,NA
773,Legaris Crianza, 2020,"16,95 €","4,6",Vino tinto,Ribera del Duero,"15,0%",Tempranillo,NA,90 PN,91 SK
774,Sumarroca Brut Nature Gran Reserva,,"16,30 €","4,0",Cava,DO Cava,"12,0%",Macabeo,NA,NA,NA
775,Atteca, 2020,"13,25 €","4,4",Vino tinto,Calatayud,"15,0%",Garnacha,90+ PK,93 PN,90 SK
776,Viña Zorzal Graciano, 2020,"7,80 €","4,2",Vino tinto,Navarra,"13,5%",Graciano,91+ PK,91 PN,NA
777,Celler Vell Brut Nature Reserva Eco,,"8,95 €","4,2",Cava,DO Cava,"11,5%",Macabeo,NA,NA,NA
778,Zuazo Gaston Crianza, 2020,"7,85 €","4,6",Vino tinto,Rioja,"14,0%",Tempranillo,90 PK,NA,91 SK
779,Vallformosa Freyé Xarel·lo Chardonnay, 2023,"9,60 €","0,0",Vino blanco,Penedès,"12,0%",Xarel·lo,NA,90 PN,NA
780,Bermejo Diego Seco, 2022,"21,90 €","5,0",Vino blanco,Lanzarote,"13,5%",Vijariego blanco,NA,NA,NA
781,Pinord Chateldon Reserva, 2018,"10,95 €","4,0",Vino tinto,Penedès,"14,0%",Cabernet sauvignon,NA,NA,NA
782,Valenciso, 2017,"24,50 €","4,3",Vino tinto,Rioja,"14,5%",Tempranillo,94 PK,NA,NA
783,Castillo de Monte la Reina Cuvée Privée, 2019,"20,80 €","4,3",Vino tinto,Toro,"14,5%",Tempranillo,NA,NA,NA
784,Frontonio Microcósmico Garnacha, 2021,"13,00 €","3,6",Vino tinto,Valdejalón,"13,5%",Garnacha,93 PK,92 PN,92 SK
785,El Nómada, 2020,"15,50 €","4,2",Vino tinto,Rioja,"14,0%",Tempranillo,90 PK,NA,93 SK
786,Lirondo, 2022,"12,50 €","4,8",Vino blanco,España,"13,5%",Verdejo,90 PK,90 PN,NA
787,Carles Andreu Trepat, 2021,"15,90 €","4,5",Vino tinto,Conca de Barberà,"12,5%",Trepat,90 PK,NA,NA
788,Campo Viejo Crianza, 2020,"5,75 €","4,5",Vino tinto,Rioja,"13,5%",Tempranillo,NA,NA,NA
789,Poesia Garnacha Tinta, 2021,"3,90 €","4,1",Vino tinto,Catalunya,"13,5%",Garnacha,NA,NA,NA
790,Mía Freixenet Tinto, 2021,"4,95 €","4,4",Vino tinto,España,"12,5%",Tempranillo,NA,NA,NA
791,Casas de Moya Sofia Dulce," 2017 (0,5 L)","22,55 €","5,0",Vino de botrytis,Valencia,"13,5%",Sauvignon blanc,NA,NA,NA
792,Viña Costeira, 2022,"7,80 €","4,6",Vino blanco,Ribeiro,"12,0%",Treixadura,NA,NA,NA
793,Manzanilla Fina La Cigarrera,,"11,40 €","4,0",Manzanilla,Jerez-Manzanilla,"15,0%",Palomino fino,NA,NA,NA
794,Regina Viarum Mencía, 2022,"9,95 €","5,0",Vino tinto,Ribeira Sacra,"13,5%",Mencía,NA,90 PN,NA
795,Maria Casanovas Rosat,,"22,95 €","0,0",Cava,DO Cava,"11,5%",Pinot noir,NA,NA,NA
796,Fai un Sol de Carallo, 2021,"83,50 €","0,0",Vino blanco,Ribeiro,"12,5%",Treixadura,94 PK,93 PN,NA
797,Les Aubaguetes, 2019,"450,00 €","0,0",Vino tinto,Priorat,"14,5%",Garnacha,98 PK,97 PN,99 SK
798,Finca Montepedroso, 2022,"7,30 €","5,0",Vino blanco,Rueda,"12,5%",Verdejo,NA,NA,NA
799,Brunus, 2020,"14,90 €","4,5",Vino tinto,Montsant,"14,0%",Cariñena,NA,91 PN,NA
800,Tierras de Cair, 2018,"37,50 €","5,0",Vino tinto,Ribera del Duero,"15,0%",Tempranillo,NA,NA,NA
801,Raimat El Silenci del Molí, 2019,"11,95 €","4,8",Vino tinto,Costers del Segre,"14,5%",Cabernet sauvignon,NA,90 PN,NA
802,Les Crestes, 2022,"19,55 €","4,3",Vino tinto,Priorat,"14,5%",Garnacha,92+ PK,92 PN,NA
803,Sierra Cantabria Reserva, 2016,"19,55 €","4,7",Vino tinto,Rioja,"14,0%",Tempranillo,91 PK,NA,NA
804,Glorioso Reserva, 2018,"10,90 €","4,1",Vino tinto,Rioja,"13,5%",Tempranillo,NA,NA,NA
805,Valdespino Viña Macharnudo Alto, 2022,"11,85 €","0,0",Vino blanco,Jerez-Manzanilla,"11,0%",Palomino fino,NA,NA,NA
806,Bertha Siglo XXI, 2009,"28,40 €","0,0",Cava,DO Cava,"12,0%",Macabeo,NA,NA,NA
807,Finca Antigua Moscatel," 2022 (0,37 L)","8,55 €","4,8",Vino dulce,La Mancha,"13,0%",Moscatel de grano menudo,NA,NA,NA
808,Acediano, 2020,"58,50 €","4,3",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,95 PK,NA,NA
809,Oliver Conti Gewurztraminer, 2022,"11,50 €","5,0",Vino blanco,Empordà,"13,0%",Gewürztraminer,NA,NA,NA
810,Santes Negre, 2019,"7,95 €","4,0",Vino tinto,Montsant,"13,5%",Tempranillo,NA,NA,NA
811,Nadal Salvatge Brut Nature, 2015,"23,20 €","5,0",Cava,Corpinnat,"12,0%",Macabeo,91 PK,NA,NA
812,Bicicletas y Peces Sauvignon Blanc, 2022,"9,95 €","4,5",Vino blanco,Rueda,"13,0%",Sauvignon blanc,NA,NA,NA
813,Familia Valdelana Blanco Semidulce, 2022,"6,90 €","4,9",Vino semidulce,Rioja,"12,5%",Malvasía,NA,NA,NA
814,Baigorri Blanco Fermentado en Barrica, 2018,"15,20 €","3,8",Vino blanco,Rioja,"13,5%",Viura,90 PK,90 PN,90 SK
815,Botani Moscatel Old Vines, 2022,"14,50 €","4,6",Vino blanco,Sierras de Málaga,"14,0%",Moscatel de Alejandría,91 PK,92 PN,NA
816,Pasión de Bobal, 2021,"9,10 €","4,3",Vino tinto,Utiel-Requena,"14,0%",Bobal,NA,NA,NA
817,Termanthia, 2015,"248,95 €","0,0",Vino tinto,Toro,"15,0%",Tinta de Toro,94+ PK,97 PN,97 SK
818,Prados Fusión Garnacha-Syrah, 2021,"8,55 €","4,7",Vino tinto,Campo de Borja,"14,5%",Garnacha,NA,NA,NA
819,Manar dos Seixas, 2021,"17,90 €","4,3",Vino blanco,Ribeiro,"12,5%",Treixadura,91 PK,93 PN,NA
820,J. Antonio Ponce La Xara, 2022,"10,50 €","4,0",Vino tinto,Manchuela,"12,5%",Garnacha,93 PK,NA,93 SK
821,Legaris Reserva, 2019,"25,95 €","4,0",Vino tinto,Ribera del Duero,"15,0%",Tempranillo,NA,91 PN,92 SK
822,Emilio Moro Vendimia Seleccionada, 2021,"24,90 €","4,7",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,92+ PK,NA,92 SK
823,La Sonrisa de Tares, 2022,"11,95 €","4,7",Vino blanco,Bierzo,"13,5%",Godello,NA,NA,NA
824,Clos Figueres, 2019,"62,50 €","5,0",Vino tinto,Priorat,"14,5%",Cariñena,95 PK,NA,NA
825,Pinord Reynal Blanc,,"5,55 €","5,0",Vino blanco,Penedès,"10,0%",Macabeo,NA,NA,NA
826,Viña Paceta Crianza, 2020,"5,75 €","4,2",Vino tinto,Rioja,"13,5%",Tempranillo,NA,NA,NA
827,Olga Albariño, 2022,"13,50 €","5,0",Vino blanco,Rías Baixas,"13,0%",Albariño,NA,NA,NA
828,El Tiempo Que Nos Une Monastrell, 2022,"10,30 €","5,0",Vino Tinto,Jumilla,"14,0%",Monastrell,NA,NA,NA
829,Jean Leon 3055 Chardonnay, 2022,"12,50 €","4,7",Vino blanco,Penedès,"13,0%",Chardonnay,NA,92 PN,NA
830,Teófilo Reyes Tamiz Roble, 2022,"7,90 €","4,0",Vino tinto,Ribera del Duero,"13,5%",Tempranillo,NA,NA,NA
831,Arrayán Rosado, 2021,"8,40 €","0,0",Vino rosado,Méntrida,"13,5%",Syrah,NA,NA,NA
832,Attis, 2022,"16,95 €","4,8",Vino blanco,Rías Baixas,"12,5%",Albariño,NA,92 PN,93 SK
833,Manzanilla en Rama La Gitana,,"12,80 €","4,4",Manzanilla,Jerez-Manzanilla,"15,0%",Palomino fino,NA,NA,NA
834,Raventós d'Alella Pansa Blanca, 2022,"9,95 €","4,5",Vino blanco,Alella,"13,0%",Pensal blanca,NA,NA,NA
835,Mas Alta Els Pics Blanc, 2021,"17,65 €","0,0",Vino blanco,Priorat,"13,5%",Garnacha blanca,NA,NA,NA
836,Viñas del Vero Crianza, 2019,"7,95 €","4,0",Vino tinto,Somontano,"14,0%",Tempranillo,NA,NA,NA
837,Cuqueira Blanco, 2022,"6,95 €","4,0",Vino blanco,Ribeiro,"11,5%",Treixadura,NA,NA,NA
838,Ysios, 2016,"31,50 €","4,3",Vino tinto,Rioja,"15,0%",Tempranillo,NA,92 PN,90 SK
839,Marqués de Cáceres Reserva, 2018,"12,95 €","4,6",Vino tinto,Rioja,"14,0%",Tempranillo,NA,92 PN,91 SK
840,Viña Pomal Ecológico, 2020,"9,95 €","4,0",Vino tinto,Rioja,"13,5%",Tempranillo,NA,NA,NA
841,Soma, 2022,"17,75 €","4,0",Vino blanco,Mallorca,"12,5%",Viognier,NA,NA,NA
